City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Krasnoarmeysk,51.0239,45.6969,20.07,97,98,5.08,RU,2022-02-25 01:31:12
296,Puerto Narino,-3.7703,-70.3831,80.55,96,100,1.1,CO,2022-02-25 01:35:21
297,Mahebourg,-20.4081,57.7,75.49,94,40,4.61,MU,2022-02-25 01:35:22
298,Mednogorskiy,43.9178,41.1825,43.3,61,100,4.59,RU,2022-02-25 01:35:22
299,Hefei,31.8639,117.2808,42.82,65,0,11.18,CN,2022-02-25 01:35:23
300,Port Lincoln,-34.7333,135.8667,69.13,64,71,18.01,AU,2022-02-25 01:35:23
301,Cordoba,-31.4135,-64.1811,69.76,81,0,3.44,AR,2022-02-25 01:35:24
302,Rajpipla,21.8667,73.5,64.33,26,5,4.45,IN,2022-02-25 01:35:24
303,Miri,4.4148,114.0089,82.54,69,20,3.44,MY,2022-02-25 01:35:24
304,Khovu-Aksy,51.1333,93.6,6.73,83,100,5.68,RU,2022-02-25 01:35:25
305,Clyde River,70.4692,-68.5914,-16.37,76,100,18.41,CA,2022-02-25 01:35:25
306,Villa Bruzual,9.3328,-69.1208,78.84,57,75,10.51,VE,2022-02-25 01:35:26
307,Cidreira,-30.1811,-50.2056,75.69,80,99,20.29,BR,2022-02-25 01:35:26
308,Clermont,49.5,2.4167,37.71,80,9,13.49,FR,2022-02-25 01:35:26
309,Lorica,9.2365,-75.8135,80.58,76,33,11.23,CO,2022-02-25 01:35:27
310,Novyy Urengoy,66.0833,76.6333,16.07,96,100,7.94,RU,2022-02-25 01:35:27
311,Saint-Georges,12.0564,-61.7485,76.68,83,20,0.0,GD,2022-02-25 01:31:28
312,Morros,-9.4467,-46.3003,77.13,65,100,2.28,BR,2022-02-25 01:35:28
313,Bud,39.447,-86.1758,33.75,96,100,5.12,US,2022-02-25 01:35:28
314,Great Falls,47.5002,-111.3008,18.05,76,100,5.75,US,2022-02-25 01:35:29
315,Udachnyy,66.4167,112.4,-19.44,100,100,4.54,RU,2022-02-25 01:35:29
316,Port Augusta,-32.5,137.7667,93.7,36,38,13.78,AU,2022-02-25 01:35:29
317,Soe,-9.8607,124.284,70.36,86,100,6.2,ID,2022-02-25 01:35:30
318,Saint George,37.1041,-113.5841,43.39,36,0,5.75,US,2022-02-25 01:35:30
319,Ca Mau,9.1769,105.15,82.56,61,100,11.41,VN,2022-02-25 01:35:31
320,Eseka,3.65,10.7667,71.71,99,27,0.25,CM,2022-02-25 01:35:31
321,Kudahuvadhoo,2.6708,72.8944,82.56,72,24,12.93,MV,2022-02-25 01:35:31
322,Kologriv,58.8275,44.3178,19.69,93,100,10.09,RU,2022-02-25 01:35:32
323,Celestun,20.8667,-90.4,77.83,74,46,15.21,MX,2022-02-25 01:35:32
324,Rock Springs,41.5875,-109.2029,16.05,78,100,17.27,US,2022-02-25 01:32:26
325,Shaoyang,27.2315,111.4525,44.35,71,13,4.09,CN,2022-02-25 01:35:33
326,Wanning,18.8003,110.3967,57.6,83,100,10.92,CN,2022-02-25 01:35:33
327,Tymovskoye,50.8456,142.655,22.28,74,66,9.31,RU,2022-02-25 01:36:34
328,Muscat,23.6139,58.5922,68.02,70,18,1.25,OM,2022-02-25 01:36:29
329,Dicabisagan,17.0818,122.4157,75.29,89,78,9.71,PH,2022-02-25 01:36:35
330,Lompoc,34.6391,-120.4579,55.08,58,0,16.11,US,2022-02-25 01:36:35
331,Poltava,49.5937,34.5407,30.0,80,21,7.7,UA,2022-02-25 01:36:35
332,General Roca,-39.0333,-67.5833,68.63,45,0,24.67,AR,2022-02-25 01:36:36
333,Grindavik,63.8424,-22.4338,30.67,74,75,11.5,IS,2022-02-25 01:36:36
334,Leszno,51.8403,16.5749,45.01,64,100,4.0,PL,2022-02-25 01:36:37
335,Beruwala,6.4788,79.9828,76.12,88,9,4.34,LK,2022-02-25 01:36:37
336,Tevriz,57.509,72.4042,23.38,92,69,8.19,RU,2022-02-25 01:36:38
337,Vila Velha,-20.3297,-40.2925,77.95,88,20,1.14,BR,2022-02-25 01:36:38
338,Margate,51.3813,1.3862,40.71,73,8,4.0,GB,2022-02-25 01:35:55
339,Leningradskiy,69.3833,178.4167,-1.71,95,99,6.13,RU,2022-02-25 01:36:39
340,Champerico,14.3,-91.9167,81.36,71,5,9.53,GT,2022-02-25 01:36:40
341,Macedo De Cavaleiros,41.5382,-6.9611,41.31,76,100,7.47,PT,2022-02-25 01:36:40
342,Nome,64.5011,-165.4064,35.67,81,100,20.71,US,2022-02-25 01:36:41
343,Brownwood,31.7093,-98.9912,31.32,86,100,11.5,US,2022-02-25 01:36:41
344,Necochea,-38.5473,-58.7368,66.04,50,1,14.34,AR,2022-02-25 01:32:53
345,Port Hedland,-20.3167,118.5667,95.05,59,43,4.61,AU,2022-02-25 01:36:42
346,Katsuura,35.1333,140.3,46.51,42,6,5.73,JP,2022-02-25 01:36:45
347,Kawalu,-7.3817,108.2082,80.49,72,94,0.98,ID,2022-02-25 01:36:46
348,Khonsa,27.0167,95.5667,54.32,78,100,1.16,IN,2022-02-25 01:36:46
349,Darnah,32.767,22.6367,54.12,61,62,18.86,LY,2022-02-25 01:36:46
350,Tiebissou,7.1574,-5.2257,78.04,75,34,5.48,CI,2022-02-25 01:36:47
351,Verkhnevilyuysk,63.4453,120.3167,-5.17,94,97,8.34,RU,2022-02-25 01:36:47
352,Mayo,38.8876,-76.5119,35.4,85,100,8.05,US,2022-02-25 01:36:48
353,Barra Patuca,15.8,-84.2833,76.33,83,3,9.19,HN,2022-02-25 01:36:48
354,Meulaboh,4.1363,96.1285,78.94,76,57,3.49,ID,2022-02-25 01:36:49
355,Nemuro,43.3236,145.575,28.83,71,36,12.46,JP,2022-02-25 01:32:17
356,Sibu,2.3,111.8167,77.31,88,20,5.99,MY,2022-02-25 01:36:49
357,Maroantsetra,-15.4333,49.7333,76.48,89,96,4.32,MG,2022-02-25 01:36:50
358,Vao,-22.6667,167.4833,79.09,78,85,13.62,NC,2022-02-25 01:36:50
359,Chengde,40.9725,117.9361,34.84,36,0,1.99,CN,2022-02-25 01:36:51
360,Port-Gentil,-0.7193,8.7815,81.61,78,100,8.08,GA,2022-02-25 01:36:51
361,Hinton,53.4001,-117.5857,26.64,92,39,5.26,CA,2022-02-25 01:36:51
362,Vaitape,-16.5167,-151.75,81.27,74,10,12.41,PF,2022-02-25 01:36:52
363,Fairbanks,64.8378,-147.7164,37.6,83,75,3.44,US,2022-02-25 01:34:08
364,Madaoua,14.073,5.96,66.15,9,0,11.14,NE,2022-02-25 01:36:52
365,Serenje,-13.2325,30.2352,61.12,98,100,2.66,ZM,2022-02-25 01:36:53
366,Qaqortoq,60.7167,-46.0333,19.9,85,100,7.78,GL,2022-02-25 01:36:53
367,Puksoozero,62.5903,40.6066,29.93,92,100,12.93,RU,2022-02-25 01:36:54
368,Jiayuguan,39.8167,98.3,31.12,25,0,6.17,CN,2022-02-25 01:36:54
369,San Quintin,30.4833,-115.95,48.43,44,0,10.11,MX,2022-02-25 01:37:54
370,San Ignacio,17.1561,-89.0714,78.94,73,20,4.61,BZ,2022-02-25 01:37:55
371,Conceicao Do Araguaia,-8.2578,-49.2647,76.89,85,49,0.96,BR,2022-02-25 01:37:55
372,Acari,-15.4311,-74.6158,73.27,85,91,4.18,PE,2022-02-25 01:37:56
373,Shimoda,34.6667,138.95,50.36,65,62,4.47,JP,2022-02-25 01:37:56
374,Camapua,-19.5314,-54.0439,74.3,87,7,2.84,BR,2022-02-25 01:37:57
375,Carbonia,39.1672,8.5222,46.99,73,1,4.25,IT,2022-02-25 01:37:57
376,Marzuq,14.4,46.4667,62.53,43,6,4.56,YE,2022-02-25 01:37:57
377,Aksarka,66.5606,67.7975,-1.7,97,100,5.14,RU,2022-02-25 01:37:58
378,Bolotnoye,55.6717,84.3981,24.44,92,100,17.38,RU,2022-02-25 01:37:58
379,Codajas,-3.8367,-62.0569,73.71,94,83,2.37,BR,2022-02-25 01:37:59
380,Lubon,52.3471,16.8927,43.39,60,75,18.41,PL,2022-02-25 01:37:59
381,Shingu,33.7333,135.9833,45.59,27,0,1.28,JP,2022-02-25 01:38:00
382,Nantucket,41.2835,-70.0995,32.14,76,100,10.47,US,2022-02-25 01:36:44
383,Taltal,-25.4,-70.4833,67.84,82,1,2.13,CL,2022-02-25 01:38:00
384,Laguna De Perlas,12.3429,-83.6712,75.15,87,3,8.88,NI,2022-02-25 01:38:01
385,Buala,-8.145,159.5921,84.31,74,100,9.28,SB,2022-02-25 01:38:01
386,Sumenep,-7.0167,113.8667,82.04,77,97,9.13,ID,2022-02-25 01:38:01
387,Camargo,27.6667,-105.1667,68.67,6,35,14.9,MX,2022-02-25 01:38:02
388,Yar-Sale,66.8333,70.8333,9.52,90,100,8.48,RU,2022-02-25 01:38:02
389,Kruisfontein,-34.0033,24.7314,72.88,97,57,5.23,ZA,2022-02-25 01:38:03
390,Hailar,49.2,119.7,10.18,92,100,12.19,CN,2022-02-25 01:38:03
391,Shenjiamen,29.9576,122.298,44.71,60,3,6.31,CN,2022-02-25 01:38:04
392,Chongwe,-15.3292,28.682,61.11,96,1,1.68,ZM,2022-02-25 01:38:04
393,Drezdenko,52.8383,15.8308,41.65,76,100,16.11,PL,2022-02-25 01:38:04
394,Massakory,12.996,15.7293,68.79,13,5,14.16,TD,2022-02-25 01:38:05
395,Menongue,-14.6585,17.691,62.26,79,23,3.76,AO,2022-02-25 01:38:05
396,Tuatapere,-46.1333,167.6833,66.81,59,29,7.49,NZ,2022-02-25 01:38:06
397,Merta,26.65,74.0333,62.8,35,0,8.28,IN,2022-02-25 01:38:06
398,Xining,36.6167,101.7667,22.08,35,100,3.94,CN,2022-02-25 01:35:52
399,Ouadda,8.0777,22.4007,67.75,19,47,4.29,CF,2022-02-25 01:38:07
400,Bagdarin,54.4333,113.6,15.08,74,93,6.04,RU,2022-02-25 01:38:07
401,Half Moon Bay,37.4636,-122.4286,55.58,67,0,19.57,US,2022-02-25 01:38:08
402,Nadadores,27.05,-101.6,63.28,45,0,6.91,MX,2022-02-25 01:38:08
403,Cabedelo,-6.9811,-34.8339,81.27,72,2,13.67,BR,2022-02-25 01:38:09
404,Diapaga,12.0708,1.7889,76.39,13,0,9.15,BF,2022-02-25 01:38:09
405,Mankachar,25.5333,89.8667,67.19,60,75,4.97,IN,2022-02-25 01:38:09
406,Sarangani,5.4033,125.4636,78.94,86,100,26.11,PH,2022-02-25 01:38:10
407,Le Vauclin,14.5452,-60.8388,73.45,83,0,3.44,MQ,2022-02-25 01:38:10
408,Presidencia Roque Saenz Pena,-26.7852,-60.4388,87.08,45,87,3.04,AR,2022-02-25 01:38:11
409,Biryukove,47.9563,39.7384,35.91,97,100,13.96,UA,2022-02-25 01:38:11
410,Kholm-Zhirkovskiy,55.5189,33.4731,32.81,78,100,16.02,RU,2022-02-25 01:38:12
411,Truth Or Consequences,33.1284,-107.2528,50.23,13,0,0.0,US,2022-02-25 01:38:12
412,Sinjar,36.3209,41.8754,55.9,62,100,18.03,IQ,2022-02-25 01:38:12
413,Benguela,-12.5763,13.4055,77.36,84,22,1.83,AO,2022-02-25 01:38:13
414,Talnakh,69.4865,88.3972,-7.42,80,98,8.63,RU,2022-02-25 01:38:13
415,Oistins,13.0667,-59.5333,77.09,78,20,11.5,BB,2022-02-25 01:38:14
416,Ukiah,39.1502,-123.2078,55.36,35,0,5.75,US,2022-02-25 01:34:37
417,Severo-Kurilsk,50.6789,156.125,27.21,66,98,30.11,RU,2022-02-25 01:39:14
418,Kloulklubed,7.0419,134.2556,81.1,78,100,14.88,PW,2022-02-25 01:39:15
419,Vardo,70.3705,31.1107,28.54,79,55,15.5,NO,2022-02-25 01:39:15
420,Kadiri,14.1167,78.1667,66.22,61,98,4.25,IN,2022-02-25 01:39:16
421,Praia Da Vitoria,38.7333,-27.0667,56.75,88,40,11.03,PT,2022-02-25 01:39:16
422,Bekwai,6.4534,-1.5774,74.64,90,16,2.35,GH,2022-02-25 01:39:16
423,Puerto Colombia,10.9878,-74.9547,80.69,76,75,33.4,CO,2022-02-25 01:39:17
424,Launceston,-41.45,147.1667,74.61,53,100,17.27,AU,2022-02-25 01:39:17
425,Camana,-16.6228,-72.7111,72.5,86,92,7.11,PE,2022-02-25 01:39:18
426,Trincomalee,8.5711,81.2335,80.96,63,99,12.37,LK,2022-02-25 01:39:18
427,Tazovskiy,67.4667,78.7,14.43,96,100,7.11,RU,2022-02-25 01:39:19
428,Martapura,-3.4167,114.85,78.89,83,40,5.75,ID,2022-02-25 01:39:19
429,Antofagasta,-23.65,-70.4,66.88,85,29,4.27,CL,2022-02-25 01:39:19
430,Kieta,-6.2167,155.6333,84.13,72,100,5.1,PG,2022-02-25 01:39:20
431,Jermuk,39.8417,45.6723,27.9,57,24,5.37,AM,2022-02-25 01:39:20
432,Padang,-0.9492,100.3543,78.85,70,100,0.98,ID,2022-02-25 01:39:21
433,Ondjiva,-17.0667,15.7333,72.07,63,72,2.26,AO,2022-02-25 01:39:21
434,Espanola,35.9911,-106.0806,34.23,42,0,1.01,US,2022-02-25 01:39:22
435,Namibe,-15.1961,12.1522,75.45,84,3,2.01,AO,2022-02-25 01:39:22
436,Tessalit,20.1986,1.0114,73.08,13,5,12.82,ML,2022-02-25 01:39:23
437,Salalah,17.0151,54.0924,69.89,68,0,2.3,OM,2022-02-25 01:39:23
438,Borger,52.9233,6.7931,40.86,85,17,16.4,NL,2022-02-25 01:39:23
439,Appingedam,53.3217,6.8583,41.05,82,21,8.99,NL,2022-02-25 01:39:24
440,Paita,-5.0892,-81.1144,73.18,79,100,6.64,PE,2022-02-25 01:39:24
441,Winslow,35.0242,-110.6974,32.18,70,0,9.22,US,2022-02-25 01:39:25
442,Kangaatsiaq,68.3065,-53.4641,-11.04,94,100,7.4,GL,2022-02-25 01:39:25
443,Amos,48.5669,-78.1162,-3.73,99,84,2.86,CA,2022-02-25 01:39:26
444,Pringsewu,-5.3582,104.9744,80.85,76,100,1.66,ID,2022-02-25 01:39:26
445,Bakchar,57.0186,82.0711,29.16,90,100,13.29,RU,2022-02-25 01:39:26
446,Northam,51.0333,-4.2167,45.25,75,5,24.36,GB,2022-02-25 01:39:27
447,Pimenta Bueno,-11.6725,-61.1936,72.88,97,88,2.59,BR,2022-02-25 01:39:27
448,Flinders,-34.5833,150.8552,74.21,94,100,1.95,AU,2022-02-25 01:39:28
449,Puerto Rondon,6.2805,-71.1,80.56,59,42,5.19,CO,2022-02-25 01:39:28
450,Ngunguru,-35.6167,174.5,76.15,65,0,11.39,NZ,2022-02-25 01:39:28
451,Salinopolis,-0.6136,-47.3561,78.53,89,84,10.8,BR,2022-02-25 01:39:29
452,Yumen,40.2833,97.2,30.54,28,0,12.86,CN,2022-02-25 01:39:29
453,Astara,38.5,48.6667,41.7,67,0,2.39,AZ,2022-02-25 01:39:30
454,Ambon,-3.6954,128.1814,84.34,74,40,9.22,ID,2022-02-25 01:39:30
455,Alta Floresta,-9.8756,-56.0861,73.76,94,98,2.28,BR,2022-02-25 01:39:31
456,Frystak,49.2852,17.6835,43.38,74,89,1.01,CZ,2022-02-25 01:39:31
457,Kaitangata,-46.2817,169.8464,63.93,77,0,6.31,NZ,2022-02-25 01:39:32
458,Constitucion,-35.3333,-72.4167,57.63,93,2,6.38,CL,2022-02-25 01:39:32
459,Lohja,60.2486,24.0653,35.94,98,100,14.14,FI,2022-02-25 01:39:33
460,Kaduy,59.2,37.15,25.83,91,100,10.71,RU,2022-02-25 01:39:33
461,Windsor,42.3001,-83.0165,26.69,80,100,13.8,CA,2022-02-25 01:35:00
462,Dongying,37.4564,118.4856,48.88,40,0,10.94,CN,2022-02-25 01:40:34
463,Lerwick,60.1545,-1.1494,37.4,58,100,26.87,GB,2022-02-25 01:37:10
464,Green River,41.5286,-109.4662,16.99,66,100,5.99,US,2022-02-25 01:40:34
465,Iberia,29.9502,-91.7507,73.47,94,100,10.36,US,2022-02-25 01:40:35
466,Keratea,37.8073,23.9769,48.49,61,75,10.36,GR,2022-02-25 01:40:35
467,Poli,-3.3333,36.8,60.22,84,100,1.52,TZ,2022-02-25 01:40:36
468,Bermejo,-32.8833,-68.8,69.71,60,0,2.3,AR,2022-02-25 01:40:36
469,Hokitika,-42.7167,170.9667,66.85,59,2,10.25,NZ,2022-02-25 01:40:36
470,Mananjary,-21.2167,48.3333,76.42,93,100,2.53,MG,2022-02-25 01:40:37
471,Moussoro,13.6408,16.4901,65.1,14,4,14.88,TD,2022-02-25 01:40:37
472,Aldan,58.6031,125.3894,15.82,92,100,9.78,RU,2022-02-25 01:40:38
473,Beringovskiy,63.05,179.3167,22.5,96,100,10.87,RU,2022-02-25 01:40:38
474,Bam,29.106,58.357,58.19,33,0,5.12,IR,2022-02-25 01:40:38
475,Conceicao Do Mato Dentro,-19.0372,-43.425,67.26,95,58,2.44,BR,2022-02-25 01:40:39
476,Sovetskiy,61.3614,63.5842,3.99,96,55,4.14,RU,2022-02-25 01:40:39
477,Nizhniy Tsasuchey,50.5167,115.1333,19.83,71,43,19.35,RU,2022-02-25 01:40:40
478,Villa Carlos Paz,-31.4241,-64.4978,67.39,45,0,1.99,AR,2022-02-25 01:40:40
479,Kingaroy,-26.5333,151.8333,68.04,100,100,5.75,AU,2022-02-25 01:40:41
480,Athens,37.9795,23.7162,50.18,63,40,6.91,GR,2022-02-25 01:38:39
481,San Francisco,37.7749,-122.4194,55.51,67,75,19.57,US,2022-02-25 01:36:02
482,Springbok,-29.6643,17.8865,59.58,57,0,3.49,ZA,2022-02-25 01:40:41
483,Moree,-29.4667,149.85,78.82,65,100,8.05,AU,2022-02-25 01:40:42
484,Chapais,49.7834,-74.8492,-16.82,100,53,2.59,CA,2022-02-25 01:40:42
485,Ayan,56.45,138.1667,22.62,57,0,20.71,RU,2022-02-25 01:40:43
486,Guerrero Negro,27.9769,-114.0611,60.62,48,40,13.69,MX,2022-02-25 01:40:43
487,Merauke,-8.4667,140.3333,80.1,81,100,15.08,ID,2022-02-25 01:40:44
488,Bandarbeyla,9.4942,50.8122,75.87,73,100,7.14,SO,2022-02-25 01:40:44
489,Huanren,41.2647,125.3667,27.5,64,3,5.55,CN,2022-02-25 01:40:44
490,Omsukchan,62.5333,155.8,-7.6,95,100,6.49,RU,2022-02-25 01:40:45
491,Orahovac,42.3994,20.6547,31.91,55,46,1.43,XK,2022-02-25 01:40:45
492,Port Said,31.2565,32.2841,55.38,76,0,16.11,EG,2022-02-25 01:40:46
493,Jishou,28.3167,109.7167,47.62,70,33,1.45,CN,2022-02-25 01:40:46
494,Bend,44.0582,-121.3153,28.81,81,100,4.61,US,2022-02-25 01:36:26
495,Hauterive,46.0901,3.4459,41.76,91,95,2.01,FR,2022-02-25 01:40:47
496,Lasa,46.6166,10.7002,36.86,88,18,4.47,IT,2022-02-25 01:40:47
497,Kismayo,-0.3582,42.5454,77.47,87,100,10.0,SO,2022-02-25 01:40:48
498,Dawson Creek,55.7666,-120.2362,24.76,58,0,0.0,CA,2022-02-25 01:40:48
499,Ylivieska,64.0833,24.55,33.89,84,100,8.32,FI,2022-02-25 01:40:49
500,Kahului,20.8947,-156.47,86.02,60,20,17.27,US,2022-02-25 01:38:31
501,Ugoofaaru,5.6667,73.0,81.72,76,17,14.65,MV,2022-02-25 01:40:49
502,Roebourne,-20.7833,117.1333,102.31,25,11,9.06,AU,2022-02-25 01:40:50
503,Komsomolskiy,40.4272,71.7189,47.12,57,75,6.91,UZ,2022-02-25 01:40:50
504,Ashland,40.8167,-82.2665,33.28,92,100,3.71,US,2022-02-25 01:38:07
505,Muli,2.9167,73.5667,82.44,73,1,13.2,MV,2022-02-25 01:40:51
506,Kamyshevatskaya,46.4132,37.9563,40.96,89,100,22.37,RU,2022-02-25 01:40:51
507,Tual,-5.6667,132.75,82.04,76,100,15.21,ID,2022-02-25 01:39:02
508,Acarau,-2.8856,-40.12,80.85,80,100,14.43,BR,2022-02-25 01:41:52
509,Zambezi,-13.5432,23.1047,61.7,95,19,3.65,ZM,2022-02-25 01:41:52
510,Zhigansk,66.7697,123.3711,-2.87,94,100,17.22,RU,2022-02-25 01:41:53
511,Santa Barbara,34.7333,-120.0343,48.29,43,0,6.91,US,2022-02-25 01:41:53
512,Mgachi,51.05,142.2667,17.96,84,38,8.32,RU,2022-02-25 01:41:54
513,Norrkoping,58.5942,16.1826,34.38,89,100,7.58,SE,2022-02-25 01:41:54
514,Presque Isle,46.6811,-68.0159,10.38,66,0,5.75,US,2022-02-25 01:41:54
515,Preston,53.7667,-2.7167,43.74,86,59,5.01,GB,2022-02-25 01:41:55
516,Comodoro Rivadavia,-45.8667,-67.5,64.26,77,40,14.97,AR,2022-02-25 01:41:55
517,Xuddur,4.1213,43.8894,70.63,85,100,17.56,SO,2022-02-25 01:41:56
518,San Juan,-31.5375,-68.5364,74.44,32,0,7.05,AR,2022-02-25 01:41:56
519,Bundaberg,-24.85,152.35,79.21,83,75,8.05,AU,2022-02-25 01:41:56
520,Prince Rupert,54.3161,-130.3201,39.29,75,0,8.05,CA,2022-02-25 01:41:57
521,Stornoway,58.2093,-6.3865,38.03,85,20,11.5,GB,2022-02-25 01:41:57
522,Kailua,21.4022,-157.7394,84.18,70,48,7.0,US,2022-02-25 01:41:58
523,Ouargaye,11.5033,0.0572,78.8,9,0,7.74,BF,2022-02-25 01:41:58
524,Kudymkar,59.0173,54.656,4.71,98,66,4.79,RU,2022-02-25 01:41:58
525,Manokwari,-0.8667,134.0833,78.4,79,100,4.03,ID,2022-02-25 01:41:59
526,Sidi Ali,36.0998,0.4206,54.21,80,80,3.69,DZ,2022-02-25 01:41:59
527,Cam Ranh,11.9214,109.1591,75.16,64,75,19.57,VN,2022-02-25 01:42:00
528,Chara,56.9064,118.2631,16.9,81,60,2.86,RU,2022-02-25 01:42:00
529,Inuvik,68.3499,-133.7218,7.56,61,75,1.14,CA,2022-02-25 01:42:00
530,Ouango,4.3133,22.5552,69.49,57,6,2.44,CF,2022-02-25 01:42:01
531,San Policarpo,12.1791,125.5072,81.61,72,100,15.19,PH,2022-02-25 01:42:02
532,Thinadhoo,0.5333,72.9333,83.12,67,63,8.57,MV,2022-02-25 01:42:02
533,Pacific Grove,36.6177,-121.9166,53.8,75,75,9.22,US,2022-02-25 01:42:02
534,Ambovombe,-25.1667,46.0833,75.38,86,100,8.57,MG,2022-02-25 01:42:03
535,Hami,42.8,93.45,31.91,35,0,8.23,CN,2022-02-25 01:42:03
536,Dorado,18.4588,-66.2677,76.86,78,6,10.22,PR,2022-02-25 01:39:43
537,Sal Rei,16.1833,-22.9167,68.88,77,10,18.61,CV,2022-02-25 01:42:04
538,Jaciara,-15.9653,-54.9683,72.64,94,99,2.13,BR,2022-02-25 01:42:04
539,San Vicente,-26.6167,-54.1333,66.11,98,20,2.75,AR,2022-02-25 01:42:05
540,Matay,28.419,30.7792,51.53,69,5,7.9,EG,2022-02-25 01:42:05
541,Cabo Rojo,18.0866,-67.1457,76.68,77,1,10.29,PR,2022-02-25 01:42:06
542,Turan,16.0678,108.2208,67.98,68,75,4.61,VN,2022-02-25 01:42:06
543,Tura,25.5198,90.2201,64.94,64,98,2.59,IN,2022-02-25 01:42:06
544,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,50,0,4.47,RU,2022-02-25 01:41:40
545,Sur,22.5667,59.5289,70.61,60,88,3.11,OM,2022-02-25 01:42:07
546,Tabou,4.423,-7.3528,78.73,88,87,7.81,CI,2022-02-25 01:42:07
547,Arti,56.4234,58.5328,25.59,97,100,7.96,RU,2022-02-25 01:42:08
548,Gilbues,-9.8317,-45.3439,79.36,56,49,2.06,BR,2022-02-25 01:42:08
549,Verkh-Usugli,52.7,115.1667,18.21,87,100,6.22,RU,2022-02-25 01:42:09
550,Bonthe,7.5264,-12.505,77.32,91,99,3.62,SL,2022-02-25 01:42:09
551,Furstenwalde,52.3667,14.0667,41.0,65,89,16.71,DE,2022-02-25 01:42:09
552,Isla Mujeres,21.2311,-86.731,78.85,79,0,13.65,MX,2022-02-25 01:42:10
553,Pisco,-13.7,-76.2167,69.85,83,0,11.5,PE,2022-02-25 01:42:10
554,Yavaros,26.7,-109.5167,66.45,51,100,19.24,MX,2022-02-25 01:42:11
555,Tecoanapa,16.5167,-98.75,79.48,72,0,4.88,MX,2022-02-25 01:43:11
556,Strezhevoy,60.7333,77.5889,28.38,93,100,17.25,RU,2022-02-25 01:43:12
557,Rumes,50.5446,3.3209,36.95,77,0,11.5,BE,2022-02-25 01:43:12
558,Peoria,40.7667,-89.7668,26.69,71,100,8.05,US,2022-02-25 01:43:13
559,Burnie,-41.0667,145.9167,72.95,63,23,7.23,AU,2022-02-25 01:43:13
560,Verkhnyaya Toyma,62.2349,44.9985,25.39,95,100,10.63,RU,2022-02-25 01:43:13
561,Balkhash,46.844,74.9804,14.61,85,0,15.66,KZ,2022-02-25 01:43:14
562,Horodkivka,49.9068,28.9847,32.05,77,6,7.14,UA,2022-02-25 01:43:14
563,Chardara,41.2547,67.9692,50.07,47,100,6.17,KZ,2022-02-25 01:43:15
564,Zhigalovo,54.8097,105.1578,12.38,94,100,2.95,RU,2022-02-25 01:43:15
565,Qarqin,37.4185,66.0436,48.38,66,36,8.12,AF,2022-02-25 01:43:16
566,Resistencia,-27.4606,-58.9839,80.58,73,0,9.22,AR,2022-02-25 01:43:16
567,Babu,24.4167,111.5167,50.49,70,0,2.64,CN,2022-02-25 01:43:17
568,Nizhniy Kuranakh,58.8353,125.4869,18.57,91,100,9.01,RU,2022-02-25 01:43:17
569,Horizontina,-27.6258,-54.3078,73.09,88,100,8.63,BR,2022-02-25 01:43:17
570,Atar,20.5169,-13.0499,74.41,31,91,7.49,MR,2022-02-25 01:43:18
571,Tambopata,-12.7333,-69.1833,73.58,98,95,1.39,PE,2022-02-25 01:43:18
572,Kyra,49.5776,111.9753,17.29,68,12,18.72,RU,2022-02-25 01:43:19
573,Tocopilla,-22.092,-70.1979,70.3,79,41,6.49,CL,2022-02-25 01:43:19
574,Vila Do Maio,15.1333,-23.2167,69.76,77,18,17.92,CV,2022-02-25 01:43:19
