City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Indramayu,ID,-6.3264,108.32,82.45,74,97,6.89,overcast clouds
343,Kuusalu,EE,59.4439,25.4414,28.74,83,6,9.28,clear sky
344,Baruun-Urt,MN,46.6806,113.2792,18.54,64,17,15.99,few clouds
345,Okhotsk,RU,59.3833,143.3,9.61,87,100,3.38,overcast clouds
346,Cayenne,GF,4.9333,-52.3333,76.15,91,100,7.4,moderate rain
347,Fukue,JP,32.6881,128.8419,56.8,91,95,16.46,overcast clouds
348,Talara,PE,-4.5772,-81.2719,74.66,80,85,2.26,overcast clouds
349,Sur,OM,22.5667,59.5289,75.4,63,0,3.0,clear sky
350,Adrar,MR,20.5022,-10.0711,62.69,39,0,9.4,clear sky
351,Chelmza,PL,53.1846,18.6047,28.69,56,0,3.13,clear sky
352,Mirpur Mathelo,PK,28.0227,69.5489,65.17,53,1,9.55,clear sky
353,Bubaque,GW,11.2833,-15.8333,75.58,55,2,21.92,clear sky
354,Yarmouth,US,41.7057,-70.2286,26.8,48,35,9.53,scattered clouds
355,Tuckahoe,US,37.5901,-77.5564,37.47,61,6,7.87,clear sky
356,Santiago Del Estero,AR,-27.7951,-64.2615,67.84,90,99,9.01,overcast clouds
357,Salinopolis,BR,-0.6136,-47.3561,79.05,87,99,9.6,overcast clouds
358,Arraial Do Cabo,BR,-22.9661,-42.0278,76.66,87,3,24.7,clear sky
359,Svetlyy,RU,54.675,20.1347,24.85,65,1,6.46,clear sky
360,Orlik,RU,52.5178,99.825,15.49,72,91,4.54,overcast clouds
361,Mezhdurechensk,RU,53.6942,88.0603,16.27,90,81,2.75,broken clouds
362,Asekeyevo,RU,53.5742,52.7972,14.67,100,96,2.13,overcast clouds
363,Luwuk,ID,-0.9516,122.7875,87.58,63,48,3.85,scattered clouds
364,Wigston,GB,52.5863,-1.1059,43.05,96,100,10.87,overcast clouds
365,Lahij,YE,13.1667,44.5833,69.51,88,82,6.78,broken clouds
366,Luganville,VU,-15.5333,167.1667,78.03,89,100,8.25,overcast clouds
367,Hengyang,CN,26.8881,112.615,55.99,77,100,8.79,overcast clouds
368,Mitsamiouli,KM,-11.3847,43.2844,80.92,82,98,6.73,light rain
369,Mbuguni,TZ,-3.5667,36.95,66.83,92,31,2.35,scattered clouds
370,Pyinmana,MM,19.7333,96.2167,86.14,16,6,4.76,clear sky
371,Kulhudhuffushi,MV,6.6221,73.07,82.09,71,57,9.04,broken clouds
372,Price,US,39.5994,-110.8107,33.84,67,2,5.1,clear sky
373,Mokhsogollokh,RU,61.4681,128.9203,4.32,87,100,4.59,overcast clouds
374,Abnub,EG,27.2696,31.1511,55.51,46,0,6.6,clear sky
375,Unguia,CO,8.0434,-77.0945,74.5,95,100,3.94,overcast clouds
376,Sinnar,SD,13.5691,33.5672,75.27,16,4,8.28,clear sky
377,Puerto Colombia,CO,10.9878,-74.9547,79.32,81,100,21.14,overcast clouds
378,Huoqiu,CN,32.3394,116.2694,54.64,32,99,12.41,overcast clouds
379,Kouqian,CN,43.6391,126.4578,25.16,69,10,8.68,clear sky
380,Comodoro Rivadavia,AR,-45.8667,-67.5,59.45,49,100,27.36,overcast clouds
381,Gornopravdinsk,RU,60.05,69.9,26.69,91,100,13.02,light snow
382,Conde,BR,-7.2597,-34.9075,77.0,78,10,6.6,clear sky
383,Iqaluit,CA,63.7506,-68.5145,-24.68,88,69,9.37,broken clouds
384,Baker City,US,44.7749,-117.8344,36.23,95,100,4.83,overcast clouds
385,Cabo San Lucas,MX,22.8909,-109.9124,67.77,63,99,5.64,overcast clouds
386,Natal,BR,-5.795,-35.2094,79.5,77,99,9.53,overcast clouds
387,Siloam Springs,US,36.1881,-94.5405,46.17,54,100,8.66,overcast clouds
388,Anori,BR,-3.7728,-61.6442,72.99,99,100,0.85,moderate rain
389,Kyrnasivka,UA,48.5955,28.979,30.09,89,100,13.4,overcast clouds
390,Tuatapere,NZ,-46.1333,167.6833,57.81,84,100,7.29,overcast clouds
391,Kaniama,CD,-7.5667,24.1833,64.99,96,100,3.65,overcast clouds
392,Porto Recanati,IT,43.4365,13.6613,43.99,45,53,8.03,broken clouds
393,Mopti,ML,14.6667,-4.0,83.64,45,75,1.48,broken clouds
394,Lompoc,US,34.6391,-120.4579,59.32,56,0,10.25,clear sky
395,Sal Rei,CV,16.1833,-22.9167,68.56,69,1,24.34,clear sky
396,Boma,GH,7.0805,-2.1697,72.16,95,6,2.75,clear sky
397,Alto Longa,BR,-5.2511,-42.2103,75.49,86,100,2.64,light rain
398,Soe,ID,-9.8607,124.284,81.28,58,62,2.89,broken clouds
399,Batemans Bay,AU,-35.7167,150.1833,68.45,91,100,8.75,light rain
400,Rundu,NA,-17.9333,19.7667,66.34,88,99,3.11,overcast clouds
401,Moorhead,US,46.8739,-96.7676,19.74,96,100,5.26,overcast clouds
402,Haverfordwest,GB,51.8017,-4.9691,40.59,95,100,1.01,overcast clouds
403,Saint-Raymond,CA,45.467,-73.6095,5.05,68,40,6.91,scattered clouds
404,Parsabad,IR,39.6482,47.9174,49.59,87,100,1.77,overcast clouds
405,Elizabeth City,US,36.2946,-76.2511,43.02,79,0,6.91,clear sky
406,Jiayuguan,CN,39.8167,98.3,31.73,24,96,1.88,overcast clouds
407,Hobyo,SO,5.3505,48.5268,79.56,59,99,18.03,overcast clouds
408,Bayji,IQ,34.9311,43.487,57.54,51,74,3.69,broken clouds
409,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.12,96,32,1.01,scattered clouds
410,Sorland,NO,67.667,12.6934,40.51,96,100,35.97,light rain
411,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,77,75,20.71,broken clouds
412,Pathein,MM,16.7833,94.7333,88.48,19,46,8.39,scattered clouds
413,Inuvik,CA,68.3499,-133.7218,-18.83,98,7,4.41,clear sky
414,Cullinan,ZA,-25.6709,28.5236,61.77,74,96,2.75,overcast clouds
415,Manggar,ID,-2.8833,108.2667,83.86,73,100,9.57,overcast clouds
416,Murgab,TM,37.4966,61.9714,50.38,54,99,5.82,overcast clouds
417,Kegums,LV,56.7451,24.7244,28.17,78,0,3.56,clear sky
418,College,US,64.8569,-147.8028,21.15,84,75,0.0,broken clouds
419,Chelno-Vershiny,RU,54.4333,51.1,29.48,97,100,5.41,overcast clouds
420,Bambous Virieux,MU,-20.3428,57.7575,78.22,94,75,2.3,broken clouds
421,Nemuro,JP,43.3236,145.575,32.02,78,100,11.95,overcast clouds
422,Weligama,LK,5.9667,80.4167,78.98,81,67,5.01,broken clouds
423,Akkermanovka,RU,51.2467,58.2391,13.78,94,100,3.06,overcast clouds
424,Monrovia,LR,6.3005,-10.7969,77.94,86,64,4.12,broken clouds
425,Forrest City,US,35.0081,-90.7898,46.26,60,100,7.52,overcast clouds
426,Waipawa,NZ,-41.4122,175.5153,64.92,62,7,7.72,clear sky
427,Chingirlau,KZ,51.095,54.0814,11.53,96,15,5.17,few clouds
428,Gurupa,BR,-1.405,-51.64,73.22,98,100,2.53,light rain
429,Haapiti,PF,-17.5667,-149.8667,81.86,74,81,13.8,light rain
430,Half Moon Bay,US,37.4636,-122.4286,54.41,77,7,8.25,clear sky
431,Kangavar,IR,34.5043,47.9653,29.68,51,5,1.92,clear sky
432,Vila Velha,BR,-20.3297,-40.2925,75.06,84,0,7.63,clear sky
433,Jeremie,HT,18.65,-74.1167,76.06,78,5,1.9,clear sky
434,Kilindoni,TZ,-7.9139,39.6668,80.35,80,100,11.14,overcast clouds
435,Ambulu,ID,-8.345,113.6058,85.91,65,75,2.48,broken clouds
436,Gat,IL,31.61,34.7642,50.56,82,76,1.43,broken clouds
437,Madhupur,IN,24.25,86.65,73.63,32,3,5.77,clear sky
438,Boa Vista,BR,2.8197,-60.6733,79.77,61,57,5.37,broken clouds
439,Baykit,RU,61.67,96.37,0.7,98,92,2.62,overcast clouds
440,Chai Nat,TH,15.1167,100.1,91.67,38,13,3.85,few clouds
441,Yinchuan,CN,38.4681,106.2731,30.34,35,0,2.62,clear sky
442,Mount Gambier,AU,-37.8333,140.7667,73.26,65,100,5.21,light rain
443,New Iberia,US,30.0035,-91.8187,49.12,63,58,7.36,broken clouds
444,Japura,ID,-0.3167,102.35,75.54,96,100,1.39,light rain
445,Waingapu,ID,-9.6567,120.2641,85.6,72,100,16.44,overcast clouds
446,Aksehir,TR,38.3575,31.4164,36.66,94,100,1.97,overcast clouds
447,Atambua,ID,-9.1061,124.8925,81.59,68,71,6.64,broken clouds
448,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,74.46,87,99,2.44,overcast clouds
449,Oga,IT,46.4631,10.347,21.96,97,88,0.6,overcast clouds
450,Kishtwar,IN,33.3167,75.7667,45.61,69,100,0.2,light rain
451,Bulgan,MN,48.8125,103.5347,21.6,62,96,4.03,overcast clouds
452,Gap,FR,44.6667,6.0,21.56,57,0,3.42,clear sky
453,Nara,JP,34.6851,135.8049,50.97,47,89,2.75,light rain
454,Isangel,VU,-19.55,169.2667,78.85,90,100,28.68,moderate rain
455,Zeya,RU,53.75,127.2667,13.96,49,11,2.46,few clouds
456,Souillac,MU,-20.5167,57.5167,78.49,87,98,6.38,overcast clouds
457,Kaitong,CN,44.8135,123.15,26.02,72,2,11.61,clear sky
458,Ixtapa,MX,20.7,-105.2,65.8,85,1,1.52,clear sky
459,Yomou,GN,7.5603,-9.2653,70.99,96,100,1.79,overcast clouds
460,Basco,PH,20.4487,121.9702,74.89,74,63,17.36,broken clouds
461,Gazojak,TM,41.1875,61.4036,46.44,85,100,7.25,overcast clouds
462,Boshnyakovo,RU,49.6333,142.1667,10.92,71,100,12.41,overcast clouds
463,Erenhot,CN,43.6475,111.9767,23.83,66,1,18.66,clear sky
464,Huescar,ES,37.811,-2.5412,39.85,81,0,0.36,clear sky
465,Shestakovo,RU,56.4915,103.96,18.03,86,100,11.5,overcast clouds
466,Innisfail,AU,-17.5333,146.0333,89.82,59,86,9.17,overcast clouds
467,Roald,NO,62.5833,6.1333,42.12,81,75,13.8,broken clouds
468,Katobu,ID,-4.9408,122.5276,88.97,55,79,5.26,broken clouds
469,Emmett,US,43.8735,-116.4993,41.29,75,98,0.98,overcast clouds
470,Biltine,TD,14.5333,20.9167,70.21,9,4,11.65,clear sky
471,Mangrol,IN,21.1167,70.1167,74.79,41,0,9.95,clear sky
472,Guerrero Negro,MX,27.9769,-114.0611,61.86,65,65,13.62,broken clouds
473,Ende,ID,-8.8432,121.6623,85.77,66,100,3.09,overcast clouds
474,Itoman,JP,26.1247,127.6694,70.81,77,11,13.09,few clouds
475,Tanout,NE,14.9709,8.8879,66.11,13,1,10.11,clear sky
476,Dingle,PH,10.9995,122.6711,84.69,65,46,16.84,scattered clouds
477,Estevan,CA,49.1334,-102.9842,18.9,96,100,2.91,light snow
478,Lekoni,GA,-1.5843,14.2591,71.46,91,100,3.62,light rain
479,Kaduy,RU,59.2,37.15,28.62,89,100,4.59,overcast clouds
480,Palmas Bellas,PA,9.2319,-80.0867,77.4,77,27,11.25,scattered clouds
481,Okakarara,NA,-20.5833,17.4333,68.07,63,68,2.95,broken clouds
482,Cap Malheureux,MU,-19.9842,57.6142,79.47,86,99,8.39,overcast clouds
483,Kungurtug,RU,50.5994,97.5228,11.88,72,100,0.89,overcast clouds
484,Prieta,HN,15.5833,-86.1833,68.07,98,61,1.28,broken clouds
485,Alliston,CA,44.1501,-79.8663,16.48,94,100,9.26,light snow
486,Nhulunbuy,AU,-12.2333,136.7667,93.81,52,20,13.8,few clouds
487,Tokmak,UA,47.2514,35.7058,32.5,81,80,15.28,broken clouds
488,Taltal,CL,-25.4,-70.4833,65.28,83,24,1.3,few clouds
489,Yatou,CN,37.15,122.3833,40.33,44,71,19.33,broken clouds
490,Ust-Ilimsk,RU,58.0006,102.6619,11.3,89,100,10.0,overcast clouds
491,Kununurra,AU,-15.7667,128.7333,89.38,60,100,11.86,overcast clouds
492,Santa Maria,BR,-29.6842,-53.8069,70.34,97,100,3.49,overcast clouds
493,Shelburne,CA,44.0787,-80.2041,20.57,81,100,10.67,overcast clouds
494,Dustlik,UZ,40.5247,68.0358,47.57,66,43,5.7,scattered clouds
495,Chizhou,CN,30.6578,117.4831,56.66,45,89,12.93,overcast clouds
496,Ostrovnoy,RU,68.0531,39.5131,23.47,83,100,8.23,overcast clouds
497,Nakhon Phanom,TH,17.3333,104.4167,80.4,35,5,4.79,clear sky
498,Pacific Grove,US,36.6177,-121.9166,54.57,77,19,3.71,few clouds
499,Asyut,EG,27.181,31.1837,55.58,46,0,7.27,clear sky
500,Vila,PT,42.0304,-8.1588,43.27,79,98,4.25,light rain
501,Nurota,UZ,40.5614,65.6886,43.29,76,46,8.9,scattered clouds
502,Touros,BR,-5.1989,-35.4608,79.63,80,100,12.26,overcast clouds
503,Leander,US,30.5788,-97.8531,47.98,42,66,5.17,broken clouds
504,Lavrentiya,RU,65.5833,-171.0,26.01,97,99,4.21,light snow
505,Bonavista,CA,48.6499,-53.1147,19.02,82,99,24.34,overcast clouds
506,Manali,IN,13.1667,80.2667,79.59,62,19,7.14,few clouds
507,Valparaiso,CL,-33.0393,-71.6273,62.24,63,0,6.91,clear sky
508,La Rioja,ES,42.25,-2.5,41.83,65,68,6.31,broken clouds
509,Manacapuru,BR,-3.2997,-60.6206,73.98,93,100,2.59,overcast clouds
510,Pombas,CV,17.1503,-25.0201,66.43,71,14,19.15,few clouds
511,Khani,GE,41.9563,42.9566,39.74,71,100,7.07,overcast clouds
512,Madimba,TZ,-10.4,40.3333,76.46,92,96,5.48,light rain
513,Marquette,US,46.5333,-87.6335,15.19,98,98,3.56,overcast clouds
514,Iquitos,PE,-3.7481,-73.2472,75.24,100,0,2.3,clear sky
515,Shaoyang,CN,27.2315,111.4525,51.57,74,100,7.96,overcast clouds
516,Dongkan,CN,33.9997,119.8308,49.24,52,47,16.06,scattered clouds
517,Howard Springs,AU,-12.497,131.047,88.03,64,34,11.32,scattered clouds
518,Leningradskiy,RU,69.3833,178.4167,13.05,77,41,8.95,scattered clouds
519,Sibolga,ID,1.7427,98.7792,78.84,86,100,1.03,light rain
520,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,69.53,91,100,6.08,overcast clouds
521,Palmer,US,42.1584,-72.3287,13.46,95,55,1.5,broken clouds
522,Lodja,CD,-3.4833,23.4333,69.53,99,100,2.13,overcast clouds
523,Shingu,JP,33.7333,135.9833,60.39,62,31,13.13,moderate rain
524,Verkh-Usugli,RU,52.7,115.1667,23.97,56,73,10.51,broken clouds
525,Tual,ID,-5.6667,132.75,84.18,74,58,10.98,broken clouds
526,Basoko,CD,1.2391,23.616,74.57,78,100,1.34,overcast clouds
527,Tambilil,PH,5.9622,124.6697,87.03,61,92,4.61,overcast clouds
528,Tapejara,BR,-28.0681,-52.0139,66.79,99,100,4.76,moderate rain
529,Teguise,ES,29.0605,-13.564,59.13,83,29,26.6,scattered clouds
530,Bilma,NE,18.6853,12.9164,69.75,12,0,5.99,clear sky
531,Kyshtovka,RU,56.555,76.6271,23.25,91,98,18.68,overcast clouds
532,Dakar,SN,14.6937,-17.4441,64.53,94,0,18.41,clear sky
533,Maiduguri,NG,11.8464,13.1603,69.57,26,67,8.66,broken clouds
534,Andrews,US,32.3187,-102.5457,53.91,24,100,5.19,overcast clouds
535,Kismayo,SO,-0.3582,42.5454,79.72,71,94,13.04,overcast clouds
536,Oda,JP,35.1833,132.5,45.95,94,100,4.41,moderate rain
537,Verkhoyansk,RU,67.5447,133.385,-8.16,91,99,2.39,overcast clouds
538,Madingou,CG,-4.1536,13.55,72.57,97,100,1.57,light rain
539,La Palma,US,33.8464,-118.0467,68.59,32,0,2.44,clear sky
540,Vanimo,PG,-2.6741,141.3028,80.55,84,92,5.01,heavy intensity rain
541,Kushima,JP,31.4583,131.2333,59.04,96,98,7.52,overcast clouds
542,Nizhneivkino,RU,58.194,49.5214,21.06,95,91,3.96,overcast clouds
543,Saint Simons,US,31.1352,-81.3901,58.62,80,96,13.33,overcast clouds
544,Faya,SA,18.3851,42.4509,57.43,64,9,3.67,clear sky
545,Mamlyutka,KZ,54.9375,68.5394,24.93,95,90,16.78,overcast clouds
546,Gondar,ET,12.6,37.4667,60.62,57,74,4.32,broken clouds
547,Sarankhola,BD,22.3082,89.7897,85.37,37,0,7.49,clear sky
548,Nantucket,US,41.2835,-70.0995,28.62,49,16,11.97,few clouds
549,Khao Wong,TH,16.7001,104.0902,92.68,24,6,2.93,clear sky
550,Vostok,RU,46.4856,135.8833,20.16,77,66,10.85,broken clouds
551,Lethem,GY,3.3803,-59.7968,79.05,66,57,9.44,broken clouds
552,Nardaran,AZ,40.5561,50.0056,48.9,86,100,11.25,overcast clouds
553,Manzanillo,CU,20.3433,-77.1167,75.07,75,47,5.93,scattered clouds
554,Bonfim,BR,3.0833,-59.95,80.85,61,43,6.2,scattered clouds
555,Saint George,US,37.1041,-113.5841,52.0,37,0,5.48,clear sky
556,Riyadh,SA,24.6877,46.7219,58.32,35,1,4.27,clear sky
557,Sterling,US,39.0062,-77.4286,38.93,58,0,5.01,clear sky
558,Bestobe,KZ,52.4994,73.0975,13.77,96,99,11.7,overcast clouds
559,Novomikhaylovskiy,RU,44.2581,38.8578,46.24,87,94,6.24,overcast clouds
560,Semnan,IR,35.5729,53.3971,47.64,52,64,1.99,broken clouds
561,Humpolec,CZ,49.5415,15.3593,24.82,74,0,3.49,clear sky
562,Skjervoy,NO,70.0311,20.9714,38.3,63,100,14.25,light rain
563,Springdale,US,36.1867,-94.1288,51.71,45,0,6.91,clear sky
564,Copalnic Manastur,RO,47.5,23.6833,31.5,65,100,3.58,overcast clouds
565,Chake Chake,TZ,-5.2459,39.7666,76.89,83,100,7.67,overcast clouds
566,Popondetta,PG,-8.7537,148.2534,80.82,86,100,3.8,overcast clouds
567,Jijiga,ET,9.35,42.8,61.97,49,94,4.36,overcast clouds
568,Mungaoli,IN,24.4167,78.1,70.97,25,0,4.12,clear sky
569,Manado,ID,1.487,124.8455,82.08,82,79,5.53,broken clouds
570,Villa Rica,US,33.7321,-84.9191,43.45,64,9,2.84,clear sky
571,Dabhol,IN,17.6,73.1667,83.77,29,1,3.69,clear sky
572,Tulun,RU,54.5611,100.5792,20.37,79,86,11.61,overcast clouds
573,Bathsheba,BB,13.2167,-59.5167,77.76,81,90,17.07,overcast clouds
574,Black River,JM,18.0264,-77.8487,78.8,76,18,1.7,few clouds
575,Inhambane,MZ,-23.865,35.3833,73.96,74,13,5.79,few clouds
576,Konstantinovka,RU,49.6167,127.9833,21.2,77,100,6.04,overcast clouds
577,Senador Jose Porfirio,BR,-2.5908,-51.9542,73.02,96,88,1.79,overcast clouds
578,Aksarka,RU,66.5606,67.7975,20.46,82,100,13.27,overcast clouds
579,Kashi,CN,39.4547,75.9797,41.23,30,100,4.74,overcast clouds
580,Bandarbeyla,SO,9.4942,50.8122,78.22,66,100,14.18,overcast clouds
581,Yagodnoye,RU,62.55,149.6667,-2.81,84,100,3.67,overcast clouds
582,Ogdensburg,US,44.6942,-75.4863,10.02,74,100,0.0,overcast clouds
583,Amga,RU,60.8953,131.9608,3.72,87,100,3.24,overcast clouds
584,Roma,US,43.2128,-75.4557,20.66,70,0,1.99,clear sky
585,Ewa Beach,US,21.3156,-158.0072,78.75,62,40,9.22,scattered clouds
586,Aguimes,ES,27.9054,-15.4461,61.43,63,40,25.32,scattered clouds
587,Biak,ID,-0.9131,122.8766,85.06,64,56,2.75,broken clouds
588,Kedrovyy,RU,56.1667,91.8167,19.87,88,100,7.7,overcast clouds
589,Floro,NO,61.5996,5.0328,42.76,76,100,22.57,overcast clouds
590,Boyuibe,BO,-20.4167,-63.2833,70.57,87,96,1.74,overcast clouds
591,Vredendal,ZA,-31.6683,18.5012,62.44,92,0,2.77,clear sky
592,Marsala,IT,37.7966,12.4352,50.29,66,26,13.98,scattered clouds
593,Zhelyabovka,UA,45.3988,34.7578,37.89,96,100,14.76,overcast clouds
594,Coquimbo,CL,-29.9533,-71.3436,65.43,75,0,4.18,clear sky
595,Baghmara,IN,23.795,86.2085,77.95,30,5,5.41,clear sky
596,Havre-Saint-Pierre,CA,50.2334,-63.5986,3.79,54,0,11.5,clear sky
597,Grand-Santi,GF,4.25,-54.3833,72.59,100,100,1.19,overcast clouds
598,Galle,LK,6.0367,80.217,81.54,74,70,6.51,broken clouds
599,Russell,US,32.3502,-85.1999,46.71,81,0,2.21,clear sky
600,Northam,GB,51.0333,-4.2167,45.34,92,91,8.55,overcast clouds
601,Ponta Delgada,PT,37.7333,-25.6667,61.09,91,100,4.76,overcast clouds
602,Boromo,BF,11.75,-2.9333,83.12,50,86,3.6,light rain
603,Volovo,UA,48.5246,23.5056,26.08,86,100,5.66,overcast clouds
604,Nagorsk,RU,59.3172,50.8078,19.58,96,90,4.59,overcast clouds
605,Ivanino,RU,51.6434,35.5769,27.07,96,97,8.55,overcast clouds
606,Jaru,BR,-10.4389,-62.4664,72.43,98,90,2.68,overcast clouds
607,Roebourne,AU,-20.7833,117.1333,100.04,34,31,9.55,scattered clouds
608,Dunedin,NZ,-45.8742,170.5036,57.33,93,87,15.73,overcast clouds
609,Igrim,RU,63.1906,64.4162,22.44,71,59,18.3,broken clouds
610,Scarborough,GB,54.2797,-0.4044,41.67,89,98,10.42,overcast clouds
611,Lunino,RU,53.5918,45.2271,31.78,97,100,6.2,overcast clouds
612,Mana,GF,5.6592,-53.7767,76.01,89,99,7.36,overcast clouds
613,Penzance,GB,50.1186,-5.5371,47.19,85,100,18.21,overcast clouds
614,Phra Phutthabat,TH,14.7253,100.7954,95.02,36,39,1.39,scattered clouds
615,Corrente,BR,-3.7367,-43.3394,72.59,98,100,1.7,moderate rain
616,Preobrazheniye,RU,42.9019,133.9064,36.05,60,84,6.71,broken clouds
617,Concordia,AR,-31.393,-58.0209,63.86,72,50,9.01,scattered clouds
618,Saldanha,ZA,-33.0117,17.9442,61.75,94,0,8.52,clear sky
619,Byron Bay,AU,-28.65,153.6167,80.06,86,79,14.36,broken clouds
620,Makurdi,NG,7.7411,8.5121,76.8,38,77,4.68,broken clouds
621,Whyalla,AU,-33.0333,137.5833,75.18,61,2,16.73,clear sky
622,Makakilo City,US,21.3469,-158.0858,74.23,65,97,1.83,overcast clouds
623,Haines Junction,CA,60.7522,-137.5108,19.6,98,100,0.83,overcast clouds
624,Penticton,CA,49.4806,-119.5858,40.59,96,100,4.61,mist
625,Bannu,PK,32.9854,70.6027,62.22,49,1,0.89,clear sky
626,Yablonovo,RU,50.8523,37.3574,28.53,97,100,8.63,overcast clouds
627,Perivolion,GR,39.4206,20.0147,46.65,62,8,11.25,clear sky
628,Turbat,PK,26.0023,63.044,70.74,76,18,1.72,few clouds
629,Swan Hill,AU,-35.3378,143.5544,81.0,52,57,7.0,light rain
630,Hecun,CN,36.5333,114.1111,48.18,21,14,1.81,few clouds
631,Panzhihua,CN,26.5851,101.7128,68.34,36,0,1.61,clear sky
632,Kaeo,NZ,-35.1,173.7833,70.99,58,82,8.79,light rain
633,Tagusao,PH,9.1924,117.8141,84.47,65,99,7.4,overcast clouds
634,Baiao,BR,-2.7906,-49.6717,73.27,100,100,2.24,heavy intensity rain
635,Stornoway,GB,58.2093,-6.3865,41.47,68,13,16.6,few clouds
636,Atar,MR,20.5169,-13.0499,62.17,48,0,9.22,clear sky
637,Assomada,CV,15.1,-23.6833,63.43,70,10,17.18,clear sky
638,Oktyabrskiy,RU,54.4815,53.471,27.27,97,98,0.76,overcast clouds
639,Santa Maria Del Oro,MX,25.9333,-105.3667,56.3,33,83,3.87,broken clouds
640,Saquena,PE,-4.6667,-73.5167,71.76,97,42,1.05,scattered clouds
641,Sipacapa,GT,15.2,-91.6667,47.44,95,53,3.09,broken clouds
642,Mao,ES,39.8885,4.2658,50.65,75,3,9.95,clear sky
643,Yarensk,RU,62.1675,49.0916,30.38,87,100,6.38,overcast clouds
644,Pingyin,CN,36.2831,116.4453,47.21,24,50,8.19,scattered clouds
645,Suriapet,IN,17.15,79.6167,80.92,42,15,5.68,few clouds
646,Kapit,MY,2.0167,112.9333,89.37,57,100,1.5,overcast clouds
647,Ritchie,ZA,-29.038,24.6028,65.32,76,52,8.61,broken clouds
648,Elat,IL,29.5581,34.9482,53.44,62,0,9.22,clear sky
649,Alanya,TR,36.5438,31.9998,55.58,74,100,4.43,overcast clouds
650,Iwanai,JP,42.9744,140.5089,33.49,99,100,1.86,snow
651,Usuki,JP,33.1081,131.7878,65.28,58,90,4.09,overcast clouds
652,Skibbereen,IE,51.55,-9.2667,38.52,78,100,8.34,overcast clouds
653,Aloleng,PH,16.1307,119.7824,85.53,57,17,7.34,few clouds
654,Kuminskiy,RU,58.6667,66.5667,25.38,88,87,12.28,overcast clouds
655,Tame,CO,6.461,-71.73,77.63,60,100,2.8,overcast clouds
656,Svolvaer,NO,68.2342,14.5683,38.17,97,100,24.34,light rain
657,Jamalpur,BD,24.9167,89.9333,77.99,28,1,3.42,clear sky
658,Muyezerskiy,RU,63.9333,31.65,22.73,89,100,12.03,overcast clouds
659,Podosinovets,RU,60.2776,47.0659,18.75,97,67,4.68,broken clouds
660,Quang Ngai,VN,15.1167,108.8,80.11,67,74,3.89,broken clouds
661,Puerto Escondido,MX,15.85,-97.0667,77.27,78,1,5.75,clear sky
662,Vanavara,RU,60.34,102.2797,9.14,83,65,9.1,broken clouds
663,Suez,EG,29.9737,32.5263,56.03,59,3,8.48,clear sky
664,Korla,CN,41.7597,86.1469,38.46,25,0,4.9,clear sky
665,Saint-Augustin,CA,51.226,-58.6502,-4.13,80,85,14.81,overcast clouds
666,Luanda,AO,-8.8368,13.2343,78.64,87,80,7.36,broken clouds
667,Fortuna,US,40.5982,-124.1573,60.48,74,0,6.91,clear sky
668,Deputatskiy,RU,69.3,139.9,-10.21,96,99,0.69,overcast clouds
669,Mwene-Ditu,CD,-7.0,23.45,64.83,96,100,3.0,overcast clouds
670,Kokemaki,FI,61.2565,22.3564,32.02,75,66,10.85,broken clouds
671,Vestmannaeyjar,IS,63.4427,-20.2734,37.49,72,100,41.7,overcast clouds
672,Palu,ID,-0.8917,119.8707,89.65,59,69,4.18,broken clouds
673,Ahvaz,IR,31.3203,48.6693,49.95,71,0,2.3,clear sky
674,Buncrana,IE,55.1333,-7.45,36.36,82,9,4.54,clear sky
675,Marsabit,KE,2.3284,37.9899,63.75,72,38,15.61,scattered clouds
676,Maldonado,UY,-34.6667,-54.9167,66.22,65,38,10.31,scattered clouds
677,Brae,GB,60.3964,-1.353,42.71,69,17,26.44,few clouds
678,Portobelo,PA,9.55,-79.65,76.39,80,55,13.38,broken clouds
679,Lichinga,MZ,-13.3128,35.2406,60.39,95,83,2.89,broken clouds
680,Chapais,CA,49.7834,-74.8492,-9.62,100,99,3.4,overcast clouds
681,Rudbar,AF,30.15,62.6,62.76,50,99,3.47,light rain
682,Lewiston,US,44.1003,-70.2148,14.25,53,0,8.05,clear sky
683,Flinders,AU,-34.5833,150.8552,69.04,93,100,17.9,light rain
684,Sulangan,PH,11.1373,123.7228,81.3,74,7,9.22,clear sky
685,Bajil,YE,15.0584,43.2851,75.29,85,76,3.91,broken clouds
686,Launceston,AU,-41.45,147.1667,74.48,60,100,9.48,overcast clouds
687,San-Pedro,CI,4.7485,-6.6363,76.78,94,100,4.97,overcast clouds
688,Ambalavao,MG,-21.8333,46.9333,66.06,95,100,1.54,overcast clouds
689,Wanning,CN,18.8003,110.3967,76.71,74,12,5.77,few clouds
690,Champerico,GT,14.3,-91.9167,79.43,69,39,1.95,scattered clouds
691,Bima,ID,-8.4667,118.7167,85.46,74,100,7.16,overcast clouds
692,Guhagar,IN,17.4842,73.1929,85.62,27,2,3.74,clear sky
